iter	Logloss
333	0.3272261955
334	0.3269320517
335	0.3266221751
336	0.3262434072
337	0.3259749738
338	0.3257306092
339	0.3254439634
340	0.3250576887
341	0.3247744465
342	0.3242080716
343	0.3238817652
344	0.3235764746
345	0.3234780605
346	0.3232730758
347	0.3226886109
348	0.3224688638
349	0.3222138283
35350	0.308714466351	0.3213525951
35352	0.3079462733353	0.30751196923354	0.30706470343355	0.30663981723356	0.3063514771357	0.3195062839
358	0.3188610393
359	0.3184222401
360	0.3180197808
361	0.3176851917
362	0.3173165882
363	0.3046756416
364	0.3043903136
365	0.3039985178
366	0.3037543118
367	0.3033312033
368	0.3031027871
369	0.3027100474
370	0.30236426023371	0.302014852
372	0.3018137941
373	0.3135844509
374	0.31322502573375	0.3129103022
376	0.3125054315
377	0.3120627031
378	0.3117082251
379	0.311376788
380	0.3111316225
381	0.3108587856
382	0.3105818853
383	0.3102407112
384	0.3100770224
385	0.2973538272
386	0.2970080836
387	0.2966643572
388	0.2962997069
389	0.2959922581
390	0.2958359829
391	0.2956672981
392	0.2954511535
393	0.2952361611
394	0.2951235075
395	0.2947525332
396	0.2940752099
397	0.2935921254
398	0.2932812316
399	0.2929941436
400	0.2925583019
401	0.2922528871
402	0.2920200731
403	0.2915864433
404	0.2911814096
405	0.2909179999
406	0.2907326859
407	0.2905482435
408	0.2899790945
409	0.2896570372
410	0.2893527164
411	0.2890444299
412	0.2886601766
413	0.2883120085
414	0.2880442539
415	0.2878778264
416	0.2876962195
417	0.2874831577
418	0.2871183081
419	0.2868369575
420	0.2864142331
421	0.2861959037
422	0.2860113227
423	0.285814107
424	0.2856505126
425	0.2854464443
426	0.2853883442
427	0.2851343567
428	0.2848891288
429	0.2845018395
430	0.2844043905
431	0.2841415085
432	0.2838850902
433	0.2837365675
434	0.283209346
435	0.2828875887
436	0.2826862309
437	0.2824031801
438	0.2822442339
439	0.2818365435
440	0.2817719364
441	0.2816012691
442	0.2814017701
443	0.2810054171
444	0.280832246
445	0.2805579395
446	0.2802901442
447	0.2800570534
448	0.2797592764
449	0.2793036005
450	0.2790458062
451	0.2787917838
452	0.2784852156
453	0.2783510953
454	0.2781528682
455	0.2779104339
456	0.2777855955
457	0.277546246
458	0.2773490013
459	0.2769573483
460	0.276724675
461	0.2765702898
462	0.2763398281
463	0.2760463264
464	0.275891066
465	0.2756834357
466	0.275498094
467	0.2752690748
468	0.2749718587
469	0.2748711141
470	0.2747100945
471	0.2745866659
472	0.2743177876
473	0.274028209
474	0.2736941697
475	0.2731004651
476	0.2728649594
477	0.2726162837
478	0.2723398387
479	0.2721870845
480	0.2719083086
481	0.2715304861
482	0.2713451444
483	0.2711318752
484	0.2707977203
485	0.2704581283
486	0.2701803369
487	0.2698808093
488	0.2696721394
489	0.2695342012
490	0.2692491729
491	0.2689372462
492	0.2686485026
493	0.268544844
494	0.2684132502
495	0.2683313024
496	0.268110835
497	0.2679304368
498	0.2677314937
499	0.2674795096
500	0.2672572176
501	0.2670264166
502	0.2669056483
503	0.2666863609
504	0.2665881138
505	0.2664620023
506	0.2662709199
507	0.2660468409
508	0.2655770909
509	0.265391186
510	0.2652380419
511	0.2650534502
512	0.2647376779
513	0.2644301141
514	0.2640999521
515	0.2638691397
516	0.2636750719
517	0.2634107
518	0.2630706378
519	0.2628450683
520	0.2625103864
521	0.262269131
522	0.2622568398
523	0.2619592635
524	0.2617505912
525	0.2614401066
526	0.2610669556
527	0.2608325268
528	0.2603698106
529	0.2599967656
530	0.2596992923
531	0.2595074748
532	0.2593041662
533	0.2591491142
534	0.2589594363
535	0.2586621784
536	0.2585271441
537	0.2583407034
538	0.2582317889
539	0.258098066
540	0.2578807842
541	0.2575778824
542	0.2573931506
543	0.257219454
544	0.2569923007
545	0.2567763137
546	0.2564681199
547	0.2563707684
548	0.2562638185
549	0.256030798
550	0.2557987362
551	0.2554368616
552	0.2551154406
553553	0.26395080554554	0.26367996555555	0.2633132649
556	0.2630910047
557	0.2628744909
558	0.2627146147
559	0.2625061016
560	0.2624140561
561	0.26219068562	0.2529744204
563	0.2526703194
564	0.2523952496
565565	0.26146022566566	0.2613663976
567	0.2611189942
568	0.2609432419
569	0.2606566351
570	0.2603132709
571	0.2601364873
572	0.2599383514
573	0.2598694977
574	0.2596006838
575	0.2594558098
576	0.2592755141
577	0.2590507769
578	0.2589055318
579	0.2586018044
580	0.2583961159
581	0.258232276
582	0.2579218944
583	0.2575518717
584	0.2573473297
585	0.2571606691
586	0.2570354965
587	0.2567045211
588	0.256594639
589	0.2562624035
590	0.2559251892
591	0.2557175648
592	0.2555140658
593	0.2552419087
594	0.2549503674
595	0.2548168615
596	0.2546613122
597	0.2544624784
598	0.2542022425
599	0.2540359611
600	0.2538818921
601	0.2535956465
602	0.2534107809
603	0.2532237298
604	0.2530978903
605	0.2528274449
606	0.2527052591
607	0.2523657089
608	0.252270557
609	0.2519291858
610	0.2516367923
611	0.2513963511
612	0.2511135086
613	0.2509118211
614	0.2506717679
615	0.2503684337
616	0.2501899759
617	0.2499802936
618	0.2498340593
619	0.2495585106
620	0.2494748467
621	0.2492668262
622	0.2491729658
623	0.2490235093
624	0.2487779322
625	0.2486862069
626	0.2484129526
627	0.2482870262
628	0.2481024971
629	0.2479676836
630	0.2477811178
631	0.247464757
632	0.2472599723
633	0.2470484302
634	0.2467970949
635	0.2465837113
636	0.2463817403
637	0.2462384562
638	0.2459733288
639	0.2458062694
640	0.2454702544
641	0.2452572544
642	0.2450073396
643	0.2448269442
644	0.2446467894
645	0.244500898
646	0.2442993457
647	0.2440696325
648	0.2439801394
649	0.2438452127
650	0.2436476002
651	0.2434473977
652	0.2432603131
653	0.2431673581
654	0.2429277447
655	0.2426792496
656	0.2425952076
657	0.2424233009
658	0.2423296847
659	0.2420024656
660	0.2417918963
661	0.2415642318
662	0.2412126648
663	0.2409426946
664	0.2407326356
665	0.2405406668
666	0.2402670874
667	0.2401308246
668	0.2400055895
669	0.2396492263
670	0.2395341989
671	0.2393739329
672	0.239205145
673	0.2390025092
674	0.2388243628
675	0.2385792425
676	0.2384609651
677	0.238063408
678	0.2380024046
679	0.237617247
680	0.237282924
681	0.2371820688
682	0.2369377699
683	0.2368593371
684	0.2367290235
685	0.2365578495
686	0.2364231612
687	0.2361948369
688	0.2361053183
689	0.2358120302
690	0.2356917157
691	0.2354973332
692	0.2352759218
693	0.2350878996
694	0.2350388695
695	0.2348370243
696	0.2345860754
697	0.2343624814
698	0.2341499243
699	0.2340224128
700	0.2338435736
701	0.2336024199
702	0.2334110294
703	0.2331999166
704	0.2330015654
705	0.2326629153
706	0.2325910911
707	0.2323017776
708	0.2322535675
709	0.2321597434
710	0.231955556
711	0.2316294378
712	0.2313481033
713	0.2310532903
714	0.2306884914
715	0.2304310275
716	0.2303209115
717	0.2300184912
718	0.229827129
719	0.2296733968
720	0.2295801664
721	0.2294762886
722	0.2292588569
723	0.2289816421
724	0.2288304783
725	0.2285249681
726	0.2283334449
727	0.2281359385
728	0.2280097446
729	0.2279862417
730	0.2278314053
731	0.2276676615
732	0.22758418
733	0.2274897676
734	0.2273148867
735	0.2271294465
736	0.2268495612
737	0.2267327789
738	0.2265361828
739	0.226340676
740	0.2262182188
741	0.2261053812
742	0.2260452798
743	0.2258683158
744	0.2255571981
745	0.2254263323
746	0.2253122414
747	0.2252281144
748	0.2250130256
749	0.2248578117
750	0.2247022867
751	0.2243491385
752	0.2240784805
753	0.2238618833
754	0.2236068499
755	0.2234038339
756	0.2232215847
757	0.2230099702
758	0.759	0.2096262397
760	0.2094344194
761	0.209234503
762	0.2089950496
763	0.2089128144
764	0.2088009399
765	0.2086328681
766	0.2084401887
767	0.2083018756
768	0.2079845666
769	0.2077919583
770	0.2075805063
771	0.2074575349
772	0.2072206582
773	0.207056773	0.2196845042
774	0.2195868928
775	0.2195189925
776	0.2192487365
777	0778	0.206233778	0.2190238062
779	0780	0.205899780	0781	0.205811781	0782	0.205582782	0.2182050692
783	0.217940941
784	0.785	0.20510785	0.786	0.2047786	0.2787	0.2045787	0.2788	0.2044035032
789	0.2042199912
790	0.2041105962
791	0.2038791	0.2159878216
792	0.2158439026
793	0.2156606257
794	0.2155291731
795	0.2153924646
796	0.2151787981
797	0.2149736623
798	0.2148140882
799	0.2146134512
800	0.2145420144
801	0.2142417212
802	0.2140851145
803	0.2138339673
804	0.2136801898
805	0.213529526
806	0.2133670118
807	0.2132303673
808	0.2129302085
809	0.2128188619
810	0.2126758654
811	0.212571484
812	0.2122966025
813	0.2119992888
814	0.211803873
815	0.2117008717
816	0.2115084829
817	0.2112295694
818	0.211066072
819	0.2108662527
820	0.2107209698
821	0.2104848222
822	0.2102835894
823	0.2101095129
824	0.2099061654
825	0.2098082346
826	0.2097102433
827	0.2095341351
828	0.2093865182
829	0.2092717933
830	0.2091418769
831	0.2090436535
832	0.2087919263
833	0.2086983729
834	0.2085494525
835	0.2083518458
836	0.2081515583
837	0.2080020547
838	0.2079465346
839	0.2077898714
840	0.2076297584
841	0.2075588932
842	0.2074465634
843	0.2072515622
844	0.2070445564
845	0.2067635903
846	0.2067038172
847	0.2066099861
848	0.2064412152
849	0.2062686224
850	0.2061763621
851	0.2059598749
852	0.2059133885
853	0.2057779219
854	0.2055368226
855	0.2052880877
856	0.2051676762
857	0.2050708316
858	0.2049529145
859	0.2047882275
860	0.2046114509
861	0.2044291359
862	0.2043250794
863	0.2040792388
864	0.2039737075
865	0.2037863681
866	0.2035477623
867	0.2034224549
868	0.2031628042
869	0.2030305254
870	0.2028483452
871	0.2026984742
872	0.2026167831
873	0.2024740505
874	0.2021273757
875	0.2021197509
876	0.2019104773
877	0.2017015711
878	0.201459837
879	0.2012944291
880	0.2010359309
881	0.2009475315
882	0.2007677146
883	0.2006382459
884	0.2003814167
885	0.200262058
886	0.2000519905
887	0.1998833864
888	0.1998456569
889	0.1997032872
890	0.1994340632
891	0.1990665585
892	0.1989120689
893	0.1987531079
894	0.1984444666
895	0.198185231
896	0.1979334636
897	0.197687657
898	0.1975925727
899	0.1974182058
900	0.1973233252
901	0.1972068854
902	0.1970824261
903	0.1969792948
904	0.1968785189
905	0.1967961831
906	0.1965209418
907	0.1964071143
908	0.1962527517
909	0.196049809
910	0.1956726451
911	0.1954886569
912	0.195356416
913	0.1952487664
914	0.1951552171
915	0.1950863246
916	0.1948182109
917	0.1946268425
918	0.1944843059
919	0.1942628725
920	0.1940274352
921	0.193922147
922	0.1936554666
923	0.1933928854
924	0.1932941732
925	0.1931390232
926	0.1929520937
927	0.1928302662
928	0.1926282048
929	0.1924737956
930	0.1923449359
931	0.192166047
932	0.1920086568
933	0.1917669831
934	0.1916617394
935	0.1914817584
936	0.1912522426
937	0.1911238362
938	0.1910069112
939	0.1908915374
940	0.1907898726
941	0.1905014781
942	0.1903749714
943	0.1901514339
944	0.1900421496
945	0.1898417966
946	0.1896281214
947	0.1894144025
948	0.1893044975
949	0.1890812306
950	0.1890043882
951	0.1888022739
952	0.188429795
953	0.1883637126
954	0.1881864381
955	0.1879823242
956	0.187855836
957	0.1876059458
958	0.1875432123
959	0.1874230885
960	0.1871881723
961	0.1871598118
962	0.1869195235
963	0.1867630779
964	0.1866296839
965	0.1865693518
966	0.1865255157
967	0.1864222614
968	0.1863484844
969	0.1863437784
970	0.1862143537
971	0.1860296151
972	0.18577138
973	0.1856831143
974	0.1856563598
975	0.1855373206
976	0.1854354412
977	0.1853631949
978	0.1852233531
979	0.1849897961
980	0.1848270041
981	0.1846412766
982	0.1845133622
983	0.1843835443
984	0.1843034627
985	0.184084283
986	0.1838817118
987	0.1837493311
988	0.1835568987
989	0.1833611432
990	0.1833032786
991	0.1831307782
992	0.182979692
993	0.1829176867
994	0.18281284
995	0.1826655919
996	0.1824823279
997	0.1823715903
998	0.182132495
999	0.1820488387
